"edad","grupo_edad","genero","comunidad_autonoma","nacido_espana","tamano_municipio","nivel_estudios","situacion_laboral","sector_laboral","ingresos_hogar","religion","lengua","ideologia","participacion_2023_raw","participacion_2023_final","voto_2023_raw","voto_2023_raw_otros","voto_2023_final","prob_voto_declarada","intencion_voto_raw","intencion_voto_raw_otros","intencion_voto_simpatia","intencion_voto_final","simpatia_partido","simpatia_partido_otros","nunca_pp","nunca_psoe","nunca_vox","nunca_sumar","nunca_podemos","nunca_salf","nunca_erc","nunca_junts","nunca_pnv","nunca_bildu","nunca_cc","nunca_bng","nunca_upn","nunca_ninguno","nunca_todos","prob_voto_pp","prob_voto_psoe","prob_voto_vox","prob_voto_sumar","prob_voto_podemos","prob_voto_salf","prob_voto_erc","prob_voto_junts","prob_voto_pnv","prob_voto_bildu","prob_voto_cc","prob_voto_bng","prob_voto_upn","lider_preferido","lider_preferido_otros","norma_social_voto","interes_politico","modelo_territorial","prob_voto_estimada","peso"
22,"18-24","Mujer","Cataluña","Sí","Entre 50.000 y 99.999 habitantes","Universitaria","Parado","Privado","Entre 1000 y 1999 euros","Católico no practicante","Castellano","8","Votó","Votó","Vox","","Vox",8,"Vox","","Vox","Vox",,"","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado","Nunca votaría","No marcado",,,,,,"No marcado","No marcado","Algo probable","Algo probable","Muy probable","Poco probable","Poco probable",,,"Poco probable",,,,,,"Abascal","","Mayoría vota","Poco","Federal",0.856341361999512,0.32581628438203
24,"18-24","Hombre","País Vasco","Sí","Entre 100.000 y 500.000 habitantes","Universitaria","Trabaja","Público","Entre 3000 y 5000 euros","Ateo/agnóstico","Castellano","4","No suele votar","Abstención",,"","Abstención",8,"Bildu","","Bildu","Regionales",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,"No marcado","No marcado",,,,"No marcado","No marcado","Poco probable","Algo probable",,"Poco probable","Poco probable",,,,"Algo probable","Muy probable",,,,"Ninguno","","Mayoría vota","Poco","Federal",0.61008620262146,2.5262572615474
21,"18-24","Hombre","Comunidad de Madrid","Sí","Entre 50.000 y 99.999 habitantes","FP","Trabaja","Otro","Entre 2000 y 2999 euros","Judío","Castellano","10 Extr. der.","Votó","Votó","Vox","","Vox",10,"Vox","","Vox","Vox",,"","Nunca votaría","Nunca votaría","No marcado","No marcado","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado",,,"Muy probable","Poco probable",,,,,,,,,,"Abascal","","Mayoría vota","Mucho","Centralizado",0.96039229631424,0.50002239503507
23,"18-24","Hombre","Comunidad Valenciana","Sí","Entre 100.000 y 500.000 habitantes","FP","Estudiante","Privado","Entre 1000 y 1999 euros","Católico no practicante","Castellano","7","Votó","Votó","Vox","","Vox",9,"Vox","","Vox","Vox",,"","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Algo probable",,"Muy probable",,,"Algo probable",,,,,,,,"Abascal","","Mayoría vota","Mucho","Mantener",0.933593153953552,0.25835157737826
24,"18-24","Mujer","Aragón","Sí","Entre 2000 y 9.999 habitantes","FP","Trabaja","Privado","Entre 1000 y 1999 euros","Ateo/agnóstico","Catalán","2","Votó","Votó","Sumar","","Sumar",10,"Podemos","","Podemos","Podemos",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado",,"Muy probable",,"Muy probable","Muy probable","Muy probable",,,,,,,,"Gabriel Rufián","","Todos votan","Mucho","Centralizado",0.955589711666107,0.382250485178036
18,"18-24","Mujer","Andalucía","Sí","Entre 50.000 y 99.999 habitantes","Bachillerato","Estudiante","Otro","Entre 3000 y 5000 euros","Católico no practicante","Castellano","2","Sin edad","Sin edad",,"","Sin edad",10,"Regionales","","Regionales","Otros",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado","Poco probable","Muy probable",,"Algo probable","Algo probable","Poco probable",,,,,,,,"Gabriel Rufián","","Todos votan","Bastante","Mantener",0.910771608352661,1.65027479618182
21,"18-24","Mujer","Comunidad de Madrid","Sí","Más de 500.000 habitantes","Universitaria","Trabaja","Privado","Entre 2000 y 2999 euros","Ateo/agnóstico","Castellano","5","Votó","Votó","PSOE","","PSOE",4,"Blanco","","Blanco","Abstención",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,,,,"No marcado","No marcado","Poco probable","Algo probable",,"Algo probable","Algo probable",,,,,,,,,"Gabriel Rufián","","Mayoría vota","Bastante","Mantener",0.558886170387268,0.49098039901504
25,"25-34","Mujer","Cataluña","Sí","Entre 10.000 y 49.999 habitantes","Universitaria","Trabaja","Público","Entre 1000 y 1999 euros","Musulmán","Catalán","3","No suele votar","Abstención",,"","Abstención",9,"PSOE","","PSOE","PSOE",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,"No marcado","No marcado","Poco probable","Muy probable",,"Algo probable",,"Poco probable","Algo probable","Poco probable",,,,,,"Gabriel Rufián","","Pocos votan","Bastante","Mantener",0.66730797290802,1.21039482665972
70,"+65","Mujer","Andalucía","No","Más de 500.000 habitantes","FP","Trabajo doméstico","Privado","Entre 2000 y 2999 euros","Católico no practicante","Castellano","2","Votó","Votó","Sumar","","Sumar",10,"Sumar","","Sumar","Sumar",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,,,,"No marcado","No marcado",,"Algo probable",,"Muy probable","Algo probable",,,,,,,,,"Yolanda Díaz / Sumar","","Todos votan","Mucho","Mantener",0.982133328914642,0.922462130206216
26,"25-34","Hombre","Andalucía","Sí","Más de 500.000 habitantes","Universitaria","Trabaja","Privado","Entre 1000 y 1999 euros","Católico no practicante","Castellano","5","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Muy probable",,"Algo probable",,,"Algo probable",,,,,,,,"Feijóo","","Todos votan","Mucho","Federal",0.967830836772919,0.595883077432894
34,"25-34","Mujer","Castilla-La Mancha","Sí","Menos de 2000 habitantes","Universitaria","Estudiante","Otro","Entre 2000 y 2999 euros","Católico no practicante","Castellano","6","Votó","Votó","Blanco","","Blanco",10,"PP","","PP","PP",,"","No marcado","No marcado","No marcado","No marcado","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Muy probable","Poco probable","Algo probable","Poco probable",,"Poco probable",,,,,,,,"Feijóo","","Mayoría vota","Bastante","Mantener",0.932112693786621,0.189861140968715
24,"18-24","Mujer","Comunidad de Madrid","Sí","Más de 500.000 habitantes","Universitaria","Trabaja","Privado","Entre 3000 y 5000 euros","Católico practicante","Castellano","10 Extr. der.","Votó","Votó","Vox","","Vox",10,"Vox","","Vox","Vox",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Algo probable",,"Muy probable",,,"Algo probable",,,,,,,,"Abascal","","Todos votan","Mucho","Centralizado",0.976085424423218,1.04307240026396
22,"18-24","Mujer","Comunidad Valenciana","Sí","Más de 500.000 habitantes","FP","Parado","Privado","Entre 1000 y 1999 euros","Católico no practicante","Castellano","5","Votó","Votó",,"","PP",7,"Otros","","Otros","PP","Ninguno","","No marcado","Nunca votaría","Nunca votaría","No marcado","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Algo probable",,,,,,,,,,,,,"NS","","Mayoría vota","Nada","Federal",0.756099820137024,0.350740791543488
19,"18-24","Hombre","Comunidad Valenciana","Sí","Entre 2000 y 9.999 habitantes","Bachillerato","Estudiante","Privado","Entre 2000 y 2999 euros","Ateo/agnóstico","Castellano","6","Sin edad","Sin edad",,"","Sin edad",8,"PP","","PP","PP",,"","No marcado","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Algo probable","Algo probable",,,,,,,,,,,,"Ninguno","","Mayoría vota","Poco","Mantener",0.66283792257309,0.82818219063452
65,"+65","Hombre","Principado de Asturias","Sí","Entre 100.000 y 500.000 habitantes","Secundaria/ESO","Jubilado","Privado","Menos de 1000 euros","Católico no practicante","Castellano","8","Votó","Votó",,"","PP",10,"PP","","PP","PP",,"","No marcado","No marcado","No marcado","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Algo probable","Poco probable","Algo probable",,,,,,,,,,,"Feijóo","",,"Bastante","Centralizado",0.95187920331955,1.02765705150495
21,"18-24","Mujer","Galicia","Sí","Entre 100.000 y 500.000 habitantes","Universitaria","Trabaja","Privado","Entre 1000 y 1999 euros","Ateo/agnóstico","Gallego","1","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,"No marcado",,"No marcado","No marcado","Poco probable","Muy probable",,"Algo probable","Poco probable","Poco probable",,,,,,"Muy probable",,"Gabriel Rufián","","Todos votan","Mucho","Federal",0.935503542423248,0.272681896906791
24,"18-24","Hombre","Aragón","No","Más de 500.000 habitantes","FP","Trabaja","Privado","Entre 1000 y 1999 euros","Ateo/agnóstico","Castellano",,"No recuerda","Abstención",,"","Abstención",8,"Otros","","Otros","Sumar","NC","","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado",,,,,,,,,,,,,,"NS","",,"Nada","Federal",0.604144871234894,0.753662089679796
72,"+65","Mujer","Galicia","Sí","Entre 10.000 y 49.999 habitantes","FP","Jubilado","Privado","Entre 1000 y 1999 euros","Católico no practicante","Castellano","2","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,,"No marcado",,"No marcado","No marcado",,"Muy probable",,"Poco probable","Algo probable",,,,,,,"Algo probable",,"Pedro Sánchez","","Todos votan","Bastante","Mantener",0.977658033370972,0.346845942379332
65,"+65","Hombre","Andalucía","Sí","Entre 50.000 y 99.999 habitantes","Universitaria","Jubilado","Privado","Entre 2000 y 2999 euros","Católico no practicante","Castellano","2","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado",,"Muy probable",,"Algo probable","Algo probable","Poco probable",,,,,,,,"Pedro Sánchez","","Todos votan","Bastante","Centralizado",0.974424123764038,0.707714494608185
18,"18-24","Hombre","Andalucía","Sí","Entre 50.000 y 99.999 habitantes","FP","Parado","Otro","Entre 3000 y 5000 euros","Ateo/agnóstico","Gallego","5","Sin edad","Sin edad",,"","Sin edad",7,"Vox","","Vox","Vox",,"","No marcado","No marcado","No marcado","No marcado","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Algo probable","Poco probable","Muy probable","Poco probable",,"Poco probable",,,,,,,,"Abascal","","Mayoría vota","Poco","Mantener",0.677249789237976,1.49684581668032
20,"18-24","Hombre","Galicia","Sí","Entre 100.000 y 500.000 habitantes","Bachillerato","Estudiante","Privado","Entre 1000 y 1999 euros","Católico no practicante","Castellano","6","Sin edad","Sin edad",,"","Sin edad",10,"Vox","","Vox","Vox",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,"Nunca votaría",,"No marcado","No marcado","Algo probable",,"Muy probable",,,,,,,,,,,"Abascal","","Mayoría vota","Poco","Centralizado",0.727874994277954,0.394715005487391
22,"18-24","Mujer","Andalucía","Sí","Entre 100.000 y 500.000 habitantes","Universitaria","Estudiante","Privado","Entre 2000 y 2999 euros","Católico practicante","Castellano","7","Votó","Votó","PP","","PP",8,"PP","","PP","PP",,"","No marcado","No marcado","No marcado","Nunca votaría","No marcado","No marcado",,,,,,,,"No marcado","No marcado","Muy probable","Poco probable","Algo probable",,"Poco probable","Algo probable",,,,,,,,"Feijóo","","Mayoría vota","Bastante","Centralizado",0.925345242023468,0.77860458154568
66,"+65","Mujer","Extremadura","Sí","Entre 10.000 y 49.999 habitantes","Bachillerato","Jubilado","Público","Entre 3000 y 5000 euros","Católico no practicante","Castellano","2","Votó","Votó","PSOE","","PSOE",7,"Otros","","PSOE","PSOE","PSOE","","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado","Poco probable","Algo probable",,"Poco probable","Poco probable",,,,,,,,,"Gabriel Rufián","","Todos votan","Poco","Federal",0.921552538871765,1.40492702003616
24,"18-24","Mujer","País Vasco","Sí","Entre 50.000 y 99.999 habitantes","Universitaria","Trabaja","Público","Entre 3000 y 5000 euros","Ateo/agnóstico","Castellano","2","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,"No marcado","No marcado",,,,"No marcado","No marcado","Muy probable","Muy probable",,"Algo probable","Poco probable","Poco probable",,,"Poco probable","Algo probable",,,,"Pedro Sánchez","","Todos votan","Bastante","Federal",0.953589975833893,0.800338934225581
22,"18-24","Hombre","Andalucía","Sí","Entre 50.000 y 99.999 habitantes","FP","Trabaja","Privado","Entre 1000 y 1999 euros","Otra","Castellano","7","Votó","Votó","Vox","","Vox",10,"Vox","","Vox","Vox",,"","No marcado","No marcado","No marcado","Nunca votaría","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Algo probable","Poco probable","Muy probable",,,"Poco probable",,,,,,,,"Otro","Ayuso","Todos votan","Mucho","Federal",0.950707972049713,0.269946771051455
18,"18-24","Mujer","Cataluña","Sí","Más de 500.000 habitantes","Bachillerato","Estudiante","Otro","Entre 3000 y 5000 euros","Ateo/agnóstico","Catalán",,"Sin edad","Sin edad",,"","Sin edad",6,"Junts","","Junts","Regionales",,"","No marcado","No marcado","Nunca votaría","Nunca votaría","Nunca votaría","No marcado","No marcado","No marcado",,,,,,"No marcado","No marcado","Algo probable","Algo probable",,,,,"Algo probable","Muy probable",,,,,,"Gabriel Rufián","","Todos votan","Poco","Federal",0.803930282592773,1.80482248805002
18,"18-24","Mujer","Comunidad Valenciana","Sí","Entre 10.000 y 49.999 habitantes","Bachillerato","Estudiante","Otro","Entre 1000 y 1999 euros","Ateo/agnóstico","Castellano","1","Sin edad","Sin edad",,"","Sin edad",10,"Sumar-Compromis","","Sumar","Sumar",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado","Poco probable","Poco probable",,"Muy probable","Poco probable","Algo probable",,,,,,,,"Irene Montero","","Mayoría vota","Bastante","Federal",0.805474936962128,0.431598539814219
22,"18-24","Mujer","Andalucía","Sí","Entre 2000 y 9.999 habitantes","Universitaria","Trabaja","Autónomo","Entre 2000 y 2999 euros","Ateo/agnóstico","Catalán","6","Votó","Votó","PP","","PP",7,"PP","","PP","PP",,"","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría","No marcado",,,,,,,,"No marcado","No marcado","Muy probable",,"Algo probable","Poco probable",,"Algo probable",,,,,,,,"Feijóo","","Mayoría vota","Mucho","Federal",0.946914672851562,0.852542065189845
52,"45-54","Hombre","Cataluña","Sí","Entre 50.000 y 99.999 habitantes","Bachillerato","Trabaja","Privado","Entre 3000 y 5000 euros","Católico no practicante","Castellano","8","Votó","Votó","PP","","PP",10,"PP","","PP","PP",,"","No marcado","No marcado","No marcado","Nunca votaría","Nunca votaría","No marcado","No marcado","No marcado",,,,,,"No marcado","No marcado","Muy probable","Poco probable","Poco probable",,,"Poco probable","Poco probable","Poco probable",,,,,,"Feijóo","","Mayoría vota","Bastante","Centralizado",0.941396772861481,1.99264369950132
18,"18-24","Mujer","Cataluña","Sí","Más de 500.000 habitantes","Bachillerato","Trabaja","Privado","Más de 5000 euros","Ateo/agnóstico","Catalán","3","Sin edad","Sin edad",,"","Sin edad",5,"Otros","","Otros","PSOE","NC","","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,"No marcado","No marcado",,,,,,,,,,,,,,"Ninguno","","Mayoría vota","Poco","Federal",0.640861928462982,1.53359105308755
20,"18-24","Mujer","Comunidad Valenciana","Sí","Entre 100.000 y 500.000 habitantes","FP","Estudiante","Privado","Menos de 1000 euros","Ateo/agnóstico","Otra","3","Sin edad","Sin edad",,"","Sin edad",0,"No votaría","","No votaría","Abstención",,"","No marcado","No marcado","No marcado","No marcado","No marcado","No marcado",,,,,,,,"No marcado","Nunca votaría",,,,,,,,,,,,,,"Ninguno","",,"Poco","Centralizado",0.144908726215363,0.971190828601084
66,"+65","Mujer","Galicia","Sí","Entre 100.000 y 500.000 habitantes","Universitaria","Trabajo doméstico","Privado","Entre 3000 y 5000 euros","Católico no practicante","Castellano","3","Votó","Votó","Sumar","","Sumar",9,"Sumar","","Sumar","Sumar",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría",,,,,,"No marcado",,"No marcado","No marcado","Poco probable","Algo probable",,"Muy probable","Algo probable",,,,,,,"Algo probable",,"Gabriel Rufián","","Todos votan","Bastante","Mantener",0.94271719455719,1.79735986655033
27,"25-34","Mujer","Andalucía","Sí","Entre 50.000 y 99.999 habitantes","Universitaria","Trabaja","Público","Entre 3000 y 5000 euros","Ateo/agnóstico","Castellano","8","Votó","Votó","Vox","","Vox",10,"Vox","","Vox","Vox",,"","No marcado","Nunca votaría","No marcado","Nunca votaría","Nunca votaría","Nunca votaría",,,,,,,,"No marcado","No marcado","Poco probable",,"Muy probable",,,,,,,,,,,"Abascal","","Mayoría vota","Bastante","Centralizado",0.950935065746307,1.30408330842809
22,"18-24","Mujer","Cataluña","Sí","Más de 500.000 habitantes","FP","Estudiante","Otro","Entre 2000 y 2999 euros","Ateo/agnóstico","Catalán","0 Extr. izq.","Votó","Votó","PSOE","","PSOE",3,"PSOE","","PSOE","PSOE",,"","Nunca votaría","No marcado","Nunca votaría","No marcado","No marcado","Nunca votaría","No marcado","No marcado",,,,,,"No marcado","No marcado",,"Muy probable",,"Algo probable","Poco probable",,"Poco probable","Algo probable",,,,,,"Pedro Sánchez","","Mayoría vota","Poco","Federal",0.873630881309509,0.597097071623801
26,"25-34","Mujer","Andalucía","Sí","Más de 500.000 habitantes","Universitaria","Trabaja","Público","Entre 1000 y 1999 euros","Católico no practicante","Castellano","4","Votó","Votó","PSOE","","PSOE",10,"PSOE","","PSOE","PSOE",,"","No marcado","No marcado","Nunca votaría","No marcado","No marcado","No marcado",,,,,,,,"No marcado","No marcado","Algo probable","Muy probable",,"Poco probable","Poco probable","Poco probable",,,,,,,,"Gabriel Rufián","","Todos votan","Bastante","Centralizado",0.95005851984024,0.298017081699529
